,WG,AC,ON,OF,MT,SL,SW,SA,SG,TL,TW,TA,TG,IV,Total,driver,kart,tire,glider
164969161511119137714,16.0,4.0,9.0,6.0,9.0,16.0,15.0,11.0,11.0,9.0,13.0,7.0,7,14,147.0,62513777755553,41133452015115,40122431222105,21201101211011
1458710151611109128814,14.0,5.0,8.0,7.0,10.0,15.0,16.0,11.0,10.0,9.0,12.0,8.0,8,14,147.0,62513777755553,41133452015116,40122431222105,2112011110120
154879161610119128715,15.0,4.0,8.0,7.0,9.0,16.0,16.0,10.0,11.0,9.0,12.0,8.0,7,15,147.0,62513777755553,41133452015116,40122431222105,11111110210111
1559610151511109137814,15.0,5.0,9.0,6.0,10.0,15.0,15.0,11.0,10.0,9.0,13.0,7.0,8,14,147.0,62513777755553,41133452015116,40122431222105,12202001111020
164969161511119137715,16.0,4.0,9.0,6.0,9.0,16.0,15.0,11.0,11.0,9.0,13.0,7.0,7,15,148.0,62513777755553,41133452015116,40122431222105,21201101211011
14710121114151297117913,14.0,7.0,10.0,12.0,11.0,14.0,15.0,12.0,9.0,7.0,11.0,7.0,9,13,151.0,62513777755553,41133452015115,42373322101015,2112011110120
156101210151511107117814,15.0,6.0,10.0,12.0,10.0,15.0,15.0,11.0,10.0,7.0,11.0,7.0,8,14,151.0,62513777755553,41133452015115,42373322101015,11111110210111
15711111114141297126913,15.0,7.0,11.0,11.0,11.0,14.0,14.0,12.0,9.0,7.0,12.0,6.0,9,13,151.0,62513777755553,41133452015115,42373322101015,12202001111020
166111110151412107126814,16.0,6.0,11.0,11.0,10.0,15.0,14.0,12.0,10.0,7.0,12.0,6.0,8,14,152.0,62513777755553,41133452015115,42373322101015,21201101211011
14710121114151297117914,14.0,7.0,10.0,12.0,11.0,14.0,15.0,12.0,9.0,7.0,11.0,7.0,9,14,152.0,62513777755553,41133452015116,42373322101015,2112011110120
156101210151511107117815,15.0,6.0,10.0,12.0,10.0,15.0,15.0,11.0,10.0,7.0,11.0,7.0,8,15,152.0,62513777755553,41133452015116,42373322101015,11111110210111
15711111114141297126914,15.0,7.0,11.0,11.0,11.0,14.0,14.0,12.0,9.0,7.0,12.0,6.0,9,14,152.0,62513777755553,41133452015116,42373322101015,12202001111020
166111110151412107126815,16.0,6.0,11.0,11.0,10.0,15.0,14.0,12.0,10.0,7.0,12.0,6.0,8,15,153.0,62513777755553,41133452015116,42373322101015,21201101211011
119121012131613118119812,11.0,9.0,12.0,10.0,12.0,13.0,16.0,13.0,11.0,8.0,11.0,9.0,8,12,155.0,71932888833334,41133452015115,5135122233423,2112011110120
128121011141612128119713,12.0,8.0,12.0,10.0,11.0,14.0,16.0,12.0,12.0,8.0,11.0,9.0,7,13,155.0,71932888833334,41133452015115,5135122233423,11111110210111
12913912131513118128812,12.0,9.0,13.0,9.0,12.0,13.0,15.0,13.0,11.0,8.0,12.0,8.0,8,12,155.0,71932888833334,41133452015115,5135122233423,12202001111020
13813911141513128128713,13.0,8.0,13.0,9.0,11.0,14.0,15.0,13.0,12.0,8.0,12.0,8.0,7,13,156.0,71932888833334,41133452015115,5135122233423,21201101211011
1110111113121711129129109,11.0,10.0,11.0,11.0,13.0,12.0,17.0,11.0,12.0,9.0,12.0,9.0,10,9,157.0,71932888833334,41133452015115,6046030344440,2112011110120
129111112131710139129910,12.0,9.0,11.0,11.0,12.0,13.0,17.0,10.0,13.0,9.0,12.0,9.0,9,10,157.0,71932888833334,41133452015115,6046030344440,11111110210111
1210121013121611129138109,12.0,10.0,12.0,10.0,13.0,12.0,16.0,11.0,12.0,9.0,13.0,8.0,10,9,157.0,71932888833334,41133452015115,6046030344440,12202001111020
139121012131611139138910,13.0,9.0,12.0,10.0,12.0,13.0,16.0,11.0,13.0,9.0,13.0,8.0,9,10,158.0,71932888833334,41133452015115,6046030344440,21201101211011
12813131213151213797913,12.0,8.0,13.0,13.0,12.0,13.0,15.0,12.0,13.0,7.0,9.0,7.0,9,13,156.0,71932888833334,41133452015115,14265111421234,2112011110120
13713131114151114797814,13.0,7.0,13.0,13.0,11.0,14.0,15.0,11.0,14.0,7.0,9.0,7.0,8,14,156.0,71932888833334,41133452015115,14265111421234,11111110210111
138141212131412137106913,13.0,8.0,14.0,12.0,12.0,13.0,14.0,12.0,13.0,7.0,10.0,6.0,9,13,156.0,71932888833334,41133452015115,14265111421234,12202001111020
147141211141412147106814,14.0,7.0,14.0,12.0,11.0,14.0,14.0,12.0,14.0,7.0,10.0,6.0,8,14,157.0,71932888833334,41133452015115,14265111421234,21201101211011
12813131213151213797915,12.0,8.0,13.0,13.0,12.0,13.0,15.0,12.0,13.0,7.0,9.0,7.0,9,15,158.0,71932888833334,41133452015115,14265111421236,2112011110120
13713131114151114797816,13.0,7.0,13.0,13.0,11.0,14.0,15.0,11.0,14.0,7.0,9.0,7.0,8,16,158.0,71932888833334,41133452015115,14265111421236,11111110210111
138141212131412137106915,13.0,8.0,14.0,12.0,12.0,13.0,14.0,12.0,13.0,7.0,10.0,6.0,9,15,158.0,71932888833334,41133452015115,14265111421236,12202001111020
147141211141412147106816,14.0,7.0,14.0,12.0,11.0,14.0,14.0,12.0,14.0,7.0,10.0,6.0,8,16,159.0,71932888833334,41133452015115,14265111421236,21201101211011
136158101516151191281014,13.0,6.0,15.0,8.0,10.0,15.0,16.0,15.0,11.0,9.0,12.0,8.0,10,14,162.0,71932888833334,41133452015115,22413324244345,2112011110120
1451589161614129128915,14.0,5.0,15.0,8.0,9.0,16.0,16.0,14.0,12.0,9.0,12.0,8.0,9,15,162.0,71932888833334,41133452015115,22413324244345,11111110210111
146167101515151191371014,14.0,6.0,16.0,7.0,10.0,15.0,15.0,15.0,11.0,9.0,13.0,7.0,10,14,162.0,71932888833334,41133452015115,22413324244345,12202001111020
1551679161515129137915,15.0,5.0,16.0,7.0,9.0,16.0,15.0,15.0,12.0,9.0,13.0,7.0,9,15,163.0,71932888833334,41133452015115,22413324244345,21201101211011
138131211141713128118913,13.0,8.0,13.0,12.0,11.0,14.0,17.0,13.0,12.0,8.0,11.0,8.0,9,13,162.0,71932888833334,41133452015115,24254232333334,2112011110120
147131210151712138118814,14.0,7.0,13.0,12.0,10.0,15.0,17.0,12.0,13.0,8.0,11.0,8.0,8,14,162.0,71932888833334,41133452015115,24254232333334,11111110210111
148141111141613128127913,14.0,8.0,14.0,11.0,11.0,14.0,16.0,13.0,12.0,8.0,12.0,7.0,9,13,162.0,71932888833334,41133452015115,24254232333334,12202001111020
157141110151613138127814,15.0,7.0,14.0,11.0,10.0,15.0,16.0,13.0,13.0,8.0,12.0,7.0,8,14,163.0,71932888833334,41133452015115,24254232333334,21201101211011
138131211141713128118914,13.0,8.0,13.0,12.0,11.0,14.0,17.0,13.0,12.0,8.0,11.0,8.0,9,14,163.0,71932888833334,41133452015116,24254232333334,2112011110120
147131210151712138118815,14.0,7.0,13.0,12.0,10.0,15.0,17.0,12.0,13.0,8.0,11.0,8.0,8,15,163.0,71932888833334,41133452015116,24254232333334,11111110210111
148141111141613128127914,14.0,8.0,14.0,11.0,11.0,14.0,16.0,13.0,12.0,8.0,12.0,7.0,9,14,163.0,71932888833334,41133452015116,24254232333334,12202001111020
157141110151613138127815,15.0,7.0,14.0,11.0,10.0,15.0,16.0,13.0,13.0,8.0,12.0,7.0,8,15,164.0,71932888833334,41133452015116,24254232333334,21201101211011
14515791614159787714,14.0,5.0,15.0,7.0,9.0,16.0,14.0,15.0,9.0,7.0,8.0,7.0,7,14,147.0,71932888833334,41133452015115,31402404020215,2112011110120
154157817141410787615,15.0,4.0,15.0,7.0,8.0,17.0,14.0,14.0,10.0,7.0,8.0,7.0,6,15,147.0,71932888833334,41133452015115,31402404020215,11111110210111
15516691613159796714,15.0,5.0,16.0,6.0,9.0,16.0,13.0,15.0,9.0,7.0,9.0,6.0,7,14,147.0,71932888833334,41133452015115,31402404020215,12202001111020
164166817131510796615,16.0,4.0,16.0,6.0,8.0,17.0,13.0,15.0,10.0,7.0,9.0,6.0,6,15,148.0,71932888833334,41133452015115,31402404020215,21201101211011
14714131015181310697814,14.0,7.0,14.0,13.0,10.0,15.0,18.0,13.0,10.0,6.0,9.0,7.0,8,14,158.0,71932888833334,41133452015115,33363342111225,2112011110120
1561413916181211697715,15.0,6.0,14.0,13.0,9.0,16.0,18.0,12.0,11.0,6.0,9.0,7.0,7,15,158.0,71932888833334,41133452015115,33363342111225,11111110210111
157151210151713106106814,15.0,7.0,15.0,12.0,10.0,15.0,17.0,13.0,10.0,6.0,10.0,6.0,8,14,158.0,71932888833334,41133452015115,33363342111225,12202001111020
16615129161713116106715,16.0,6.0,15.0,12.0,9.0,16.0,17.0,13.0,11.0,6.0,10.0,6.0,7,15,159.0,71932888833334,41133452015115,33363342111225,21201101211011
14714131015181310697815,14.0,7.0,14.0,13.0,10.0,15.0,18.0,13.0,10.0,6.0,9.0,7.0,8,15,159.0,71932888833334,41133452015116,33363342111225,2112011110120
1561413916181211697716,15.0,6.0,14.0,13.0,9.0,16.0,18.0,12.0,11.0,6.0,9.0,7.0,7,16,159.0,71932888833334,41133452015116,33363342111225,11111110210111
157151210151713106106815,15.0,7.0,15.0,12.0,10.0,15.0,17.0,13.0,10.0,6.0,10.0,6.0,8,15,159.0,71932888833334,41133452015116,33363342111225,12202001111020
16615129161713116106716,16.0,6.0,15.0,12.0,9.0,16.0,17.0,13.0,11.0,6.0,10.0,6.0,7,16,160.0,71932888833334,41133452015116,33363342111225,21201101211011
1541299161712117106614,15.0,4.0,12.0,9.0,9.0,16.0,17.0,12.0,11.0,7.0,10.0,6.0,6,14,148.0,71932888833334,41133452015115,40122431222105,2112011110120
1631298171711127106515,16.0,3.0,12.0,9.0,8.0,17.0,17.0,11.0,12.0,7.0,10.0,6.0,5,15,148.0,71932888833334,41133452015115,40122431222105,11111110210111
1641389161612117115614,16.0,4.0,13.0,8.0,9.0,16.0,16.0,12.0,11.0,7.0,11.0,5.0,6,14,148.0,71932888833334,41133452015115,40122431222105,12202001111020
1731388171612127115515,17.0,3.0,13.0,8.0,8.0,17.0,16.0,12.0,12.0,7.0,11.0,5.0,5,15,149.0,71932888833334,41133452015115,40122431222105,21201101211011
1541299161712117106615,15.0,4.0,12.0,9.0,9.0,16.0,17.0,12.0,11.0,7.0,10.0,6.0,6,15,149.0,71932888833334,41133452015116,40122431222105,2112011110120
1631298171711127106516,16.0,3.0,12.0,9.0,8.0,17.0,17.0,11.0,12.0,7.0,10.0,6.0,5,16,149.0,71932888833334,41133452015116,40122431222105,11111110210111
1641389161612117115615,16.0,4.0,13.0,8.0,9.0,16.0,16.0,12.0,11.0,7.0,11.0,5.0,6,15,149.0,71932888833334,41133452015116,40122431222105,12202001111020
1731388171612127115516,17.0,3.0,13.0,8.0,8.0,17.0,16.0,12.0,12.0,7.0,11.0,5.0,5,16,150.0,71932888833334,41133452015116,40122431222105,21201101211011
15614141015161310595714,15.0,6.0,14.0,14.0,10.0,15.0,16.0,13.0,10.0,5.0,9.0,5.0,7,14,153.0,71932888833334,41133452015115,42373322101015,2112011110120
1651414916161211595615,16.0,5.0,14.0,14.0,9.0,16.0,16.0,12.0,11.0,5.0,9.0,5.0,6,15,153.0,71932888833334,41133452015115,42373322101015,11111110210111
166151310151513105104714,16.0,6.0,15.0,13.0,10.0,15.0,15.0,13.0,10.0,5.0,10.0,4.0,7,14,153.0,71932888833334,41133452015115,42373322101015,12202001111020
17515139161513115104615,17.0,5.0,15.0,13.0,9.0,16.0,15.0,13.0,11.0,5.0,10.0,4.0,6,15,154.0,71932888833334,41133452015115,42373322101015,21201101211011
15614141015161310595715,15.0,6.0,14.0,14.0,10.0,15.0,16.0,13.0,10.0,5.0,9.0,5.0,7,15,154.0,71932888833334,41133452015116,42373322101015,2112011110120
1651414916161211595616,16.0,5.0,14.0,14.0,9.0,16.0,16.0,12.0,11.0,5.0,9.0,5.0,6,16,154.0,71932888833334,41133452015116,42373322101015,11111110210111
166151310151513105104715,16.0,6.0,15.0,13.0,10.0,15.0,15.0,13.0,10.0,5.0,10.0,4.0,7,15,154.0,71932888833334,41133452015116,42373322101015,12202001111020
17515139161513115104616,17.0,5.0,15.0,13.0,9.0,16.0,15.0,13.0,11.0,5.0,10.0,4.0,6,16,155.0,71932888833334,41133452015116,42373322101015,21201101211011
12913711141714127108712,12.0,9.0,13.0,7.0,11.0,14.0,17.0,14.0,12.0,7.0,10.0,8.0,7,12,153.0,811001999922224,41133452015115,5135122233423,2112011110120
13813710151713137108613,13.0,8.0,13.0,7.0,10.0,15.0,17.0,13.0,13.0,7.0,10.0,8.0,6,13,153.0,811001999922224,41133452015115,5135122233423,11111110210111
13914611141614127117712,13.0,9.0,14.0,6.0,11.0,14.0,16.0,14.0,12.0,7.0,11.0,7.0,7,12,153.0,811001999922224,41133452015115,5135122233423,12202001111020
14814610151614137117613,14.0,8.0,14.0,6.0,10.0,15.0,16.0,14.0,13.0,7.0,11.0,7.0,6,13,154.0,811001999922224,41133452015115,5135122233423,21201101211011
12101281213181213811899,12.0,10.0,12.0,8.0,12.0,13.0,18.0,12.0,13.0,8.0,11.0,8.0,9,9,155.0,811001999922224,41133452015115,6046030344440,2112011110120
13912811141811148118810,13.0,9.0,12.0,8.0,11.0,14.0,18.0,11.0,14.0,8.0,11.0,8.0,8,10,155.0,811001999922224,41133452015115,6046030344440,11111110210111
13101371213171213812799,13.0,10.0,13.0,7.0,12.0,13.0,17.0,12.0,13.0,8.0,12.0,7.0,9,9,155.0,811001999922224,41133452015115,6046030344440,12202001111020
14913711141712148127810,14.0,9.0,13.0,7.0,11.0,14.0,17.0,12.0,14.0,8.0,12.0,7.0,8,10,156.0,811001999922224,41133452015115,6046030344440,21201101211011
13814101114161314686813,13.0,8.0,14.0,10.0,11.0,14.0,16.0,13.0,14.0,6.0,8.0,6.0,8,13,154.0,811001999922224,41133452015115,14265111421234,2112011110120
14714101015161215686714,14.0,7.0,14.0,10.0,10.0,15.0,16.0,12.0,15.0,6.0,8.0,6.0,7,14,154.0,811001999922224,41133452015115,14265111421234,11111110210111
1481591114151314695813,14.0,8.0,15.0,9.0,11.0,14.0,15.0,13.0,14.0,6.0,9.0,5.0,8,13,154.0,811001999922224,41133452015115,14265111421234,12202001111020
1571591015151315695714,15.0,7.0,15.0,9.0,10.0,15.0,15.0,13.0,15.0,6.0,9.0,5.0,7,14,155.0,811001999922224,41133452015115,14265111421234,21201101211011
13814101114161314686815,13.0,8.0,14.0,10.0,11.0,14.0,16.0,13.0,14.0,6.0,8.0,6.0,8,15,156.0,811001999922224,41133452015115,14265111421236,2112011110120
14714101015161215686716,14.0,7.0,14.0,10.0,10.0,15.0,16.0,12.0,15.0,6.0,8.0,6.0,7,16,156.0,811001999922224,41133452015115,14265111421236,11111110210111
1481591114151314695815,14.0,8.0,15.0,9.0,11.0,14.0,15.0,13.0,14.0,6.0,9.0,5.0,8,15,156.0,811001999922224,41133452015115,14265111421236,12202001111020
1571591015151315695716,15.0,7.0,15.0,9.0,10.0,15.0,15.0,13.0,15.0,6.0,9.0,5.0,7,16,157.0,811001999922224,41133452015115,14265111421236,21201101211011
1461659161716128117914,14.0,6.0,16.0,5.0,9.0,16.0,17.0,16.0,12.0,8.0,11.0,7.0,9,14,160.0,811001999922224,41133452015115,22413324244345,2112011110120
1551658171715138117815,15.0,5.0,16.0,5.0,8.0,17.0,17.0,15.0,13.0,8.0,11.0,7.0,8,15,160.0,811001999922224,41133452015115,22413324244345,11111110210111
1561749161616128126914,15.0,6.0,17.0,4.0,9.0,16.0,16.0,16.0,12.0,8.0,12.0,6.0,9,14,160.0,811001999922224,41133452015115,22413324244345,12202001111020
1651748171616138126815,16.0,5.0,17.0,4.0,8.0,17.0,16.0,16.0,13.0,8.0,12.0,6.0,8,15,161.0,811001999922224,41133452015115,22413324244345,21201101211011
14814910151814137107813,14.0,8.0,14.0,9.0,10.0,15.0,18.0,14.0,13.0,7.0,10.0,7.0,8,13,160.0,811001999922224,41133452015115,24254232333334,2112011110120
1571499161813147107714,15.0,7.0,14.0,9.0,9.0,16.0,18.0,13.0,14.0,7.0,10.0,7.0,7,14,160.0,811001999922224,41133452015115,24254232333334,11111110210111
15815810151714137116813,15.0,8.0,15.0,8.0,10.0,15.0,17.0,14.0,13.0,7.0,11.0,6.0,8,13,160.0,811001999922224,41133452015115,24254232333334,12202001111020
1671589161714147116714,16.0,7.0,15.0,8.0,9.0,16.0,17.0,14.0,14.0,7.0,11.0,6.0,7,14,161.0,811001999922224,41133452015115,24254232333334,21201101211011
14814910151814137107814,14.0,8.0,14.0,9.0,10.0,15.0,18.0,14.0,13.0,7.0,10.0,7.0,8,14,161.0,811001999922224,41133452015116,24254232333334,2112011110120
1571499161813147107715,15.0,7.0,14.0,9.0,9.0,16.0,18.0,13.0,14.0,7.0,10.0,7.0,7,15,161.0,811001999922224,41133452015116,24254232333334,11111110210111
15815810151714137116814,15.0,8.0,15.0,8.0,10.0,15.0,17.0,14.0,13.0,7.0,11.0,6.0,8,14,161.0,811001999922224,41133452015116,24254232333334,12202001111020
1671589161714147116715,16.0,7.0,15.0,8.0,9.0,16.0,17.0,14.0,14.0,7.0,11.0,6.0,7,15,162.0,811001999922224,41133452015116,24254232333334,21201101211011
155164817151610676614,15.0,5.0,16.0,4.0,8.0,17.0,15.0,16.0,10.0,6.0,7.0,6.0,6,14,145.0,811001999922224,41133452015115,31402404020215,2112011110120
164164718151511676515,16.0,4.0,16.0,4.0,7.0,18.0,15.0,15.0,11.0,6.0,7.0,6.0,5,15,145.0,811001999922224,41133452015115,31402404020215,11111110210111
165173817141610685614,16.0,5.0,17.0,3.0,8.0,17.0,14.0,16.0,10.0,6.0,8.0,5.0,6,14,145.0,811001999922224,41133452015115,31402404020215,12202001111020
174173718141611685515,17.0,4.0,17.0,3.0,7.0,18.0,14.0,16.0,11.0,6.0,8.0,5.0,5,15,146.0,811001999922224,41133452015115,31402404020215,21201101211011
1571510916191411586714,15.0,7.0,15.0,10.0,9.0,16.0,19.0,14.0,11.0,5.0,8.0,6.0,7,14,156.0,811001999922224,41133452015115,33363342111225,2112011110120
1661510817191312586615,16.0,6.0,15.0,10.0,8.0,17.0,19.0,13.0,12.0,5.0,8.0,6.0,6,15,156.0,811001999922224,41133452015115,33363342111225,11111110210111
167169916181411595714,16.0,7.0,16.0,9.0,9.0,16.0,18.0,14.0,11.0,5.0,9.0,5.0,7,14,156.0,811001999922224,41133452015115,33363342111225,12202001111020
176169817181412595615,17.0,6.0,16.0,9.0,8.0,17.0,18.0,14.0,12.0,5.0,9.0,5.0,6,15,157.0,811001999922224,41133452015115,33363342111225,21201101211011
1571510916191411586715,15.0,7.0,15.0,10.0,9.0,16.0,19.0,14.0,11.0,5.0,8.0,6.0,7,15,157.0,811001999922224,41133452015116,33363342111225,2112011110120
1661510817191312586616,16.0,6.0,15.0,10.0,8.0,17.0,19.0,13.0,12.0,5.0,8.0,6.0,6,16,157.0,811001999922224,41133452015116,33363342111225,11111110210111
167169916181411595715,16.0,7.0,16.0,9.0,9.0,16.0,18.0,14.0,11.0,5.0,9.0,5.0,7,15,157.0,811001999922224,41133452015116,33363342111225,12202001111020
176169817181412595616,17.0,6.0,16.0,9.0,8.0,17.0,18.0,14.0,12.0,5.0,9.0,5.0,6,16,158.0,811001999922224,41133452015116,33363342111225,21201101211011
164136817181312695514,16.0,4.0,13.0,6.0,8.0,17.0,18.0,13.0,12.0,6.0,9.0,5.0,5,14,146.0,811001999922224,41133452015115,40122431222105,2112011110120
173136718181213695415,17.0,3.0,13.0,6.0,7.0,18.0,18.0,12.0,13.0,6.0,9.0,5.0,4,15,146.0,811001999922224,41133452015115,40122431222105,11111110210111
1741458171713126104514,17.0,4.0,14.0,5.0,8.0,17.0,17.0,13.0,12.0,6.0,10.0,4.0,5,14,146.0,811001999922224,41133452015115,40122431222105,12202001111020
1831457181713136104415,18.0,3.0,14.0,5.0,7.0,18.0,17.0,13.0,13.0,6.0,10.0,4.0,4,15,147.0,811001999922224,41133452015115,40122431222105,21201101211011
164136817181312695515,16.0,4.0,13.0,6.0,8.0,17.0,18.0,13.0,12.0,6.0,9.0,5.0,5,15,147.0,811001999922224,41133452015116,40122431222105,2112011110120
173136718181213695416,17.0,3.0,13.0,6.0,7.0,18.0,18.0,12.0,13.0,6.0,9.0,5.0,4,16,147.0,811001999922224,41133452015116,40122431222105,11111110210111
1741458171713126104515,17.0,4.0,14.0,5.0,8.0,17.0,17.0,13.0,12.0,6.0,10.0,4.0,5,15,147.0,811001999922224,41133452015116,40122431222105,12202001111020
1831457181713136104416,18.0,3.0,14.0,5.0,7.0,18.0,17.0,13.0,13.0,6.0,10.0,4.0,4,16,148.0,811001999922224,41133452015116,40122431222105,21201101211011
1661511916171411484614,16.0,6.0,15.0,11.0,9.0,16.0,17.0,14.0,11.0,4.0,8.0,4.0,6,14,151.0,811001999922224,41133452015115,42373322101015,2112011110120
1751511817171312484515,17.0,5.0,15.0,11.0,8.0,17.0,17.0,13.0,12.0,4.0,8.0,4.0,5,15,151.0,811001999922224,41133452015115,42373322101015,11111110210111
1761610916161411493614,17.0,6.0,16.0,10.0,9.0,16.0,16.0,14.0,11.0,4.0,9.0,3.0,6,14,151.0,811001999922224,41133452015115,42373322101015,12202001111020
1851610817161412493515,18.0,5.0,16.0,10.0,8.0,17.0,16.0,14.0,12.0,4.0,9.0,3.0,5,15,152.0,811001999922224,41133452015115,42373322101015,21201101211011
1661511916171411484615,16.0,6.0,15.0,11.0,9.0,16.0,17.0,14.0,11.0,4.0,8.0,4.0,6,15,152.0,811001999922224,41133452015116,42373322101015,2112011110120
1751511817171312484516,17.0,5.0,15.0,11.0,8.0,17.0,17.0,13.0,12.0,4.0,8.0,4.0,5,16,152.0,811001999922224,41133452015116,42373322101015,11111110210111
1761610916161411493615,17.0,6.0,16.0,10.0,9.0,16.0,16.0,14.0,11.0,4.0,9.0,3.0,6,15,152.0,811001999922224,41133452015116,42373322101015,12202001111020
1851610817161412493516,18.0,5.0,16.0,10.0,8.0,17.0,16.0,14.0,12.0,4.0,9.0,3.0,5,16,153.0,811001999922224,41133452015116,42373322101015,21201101211011
138881015181513697613,13.0,8.0,8.0,8.0,10.0,15.0,18.0,15.0,13.0,6.0,9.0,7.0,6,13,149.0,905101010101011115,41133452015115,5135122233423,2112011110120
14788916181414697514,14.0,7.0,8.0,8.0,9.0,16.0,18.0,14.0,14.0,6.0,9.0,7.0,5,14,149.0,905101010101011115,41133452015115,5135122233423,11111110210111
1489710151715136106613,14.0,8.0,9.0,7.0,10.0,15.0,17.0,15.0,13.0,6.0,10.0,6.0,6,13,149.0,905101010101011115,41133452015115,5135122233423,12202001111020
157979161715146106514,15.0,7.0,9.0,7.0,9.0,16.0,17.0,15.0,14.0,6.0,10.0,6.0,5,14,150.0,905101010101011115,41133452015115,5135122233423,21201101211011
1397911141913147107810,13.0,9.0,7.0,9.0,11.0,14.0,19.0,13.0,14.0,7.0,10.0,7.0,8,10,151.0,905101010101011115,41133452015115,6046030344440,2112011110120
1487910151912157107711,14.0,8.0,7.0,9.0,10.0,15.0,19.0,12.0,15.0,7.0,10.0,7.0,7,11,151.0,905101010101011115,41133452015115,6046030344440,11111110210111
1498811141813147116810,14.0,9.0,8.0,8.0,11.0,14.0,18.0,13.0,14.0,7.0,11.0,6.0,8,10,151.0,905101010101011115,41133452015115,6046030344440,12202001111020
1588810151813157116711,15.0,8.0,8.0,8.0,10.0,15.0,18.0,13.0,15.0,7.0,11.0,6.0,7,11,152.0,905101010101011115,41133452015115,6046030344440,21201101211011
1479111015171415575714,14.0,7.0,9.0,11.0,10.0,15.0,17.0,14.0,15.0,5.0,7.0,5.0,7,14,150.0,905101010101011115,41133452015115,14265111421234,2112011110120
156911916171316575615,15.0,6.0,9.0,11.0,9.0,16.0,17.0,13.0,16.0,5.0,7.0,5.0,6,15,150.0,905101010101011115,41133452015115,14265111421234,11111110210111
15710101015161415584714,15.0,7.0,10.0,10.0,10.0,15.0,16.0,14.0,15.0,5.0,8.0,4.0,7,14,150.0,905101010101011115,41133452015115,14265111421234,12202001111020
1661010916161416584615,16.0,6.0,10.0,10.0,9.0,16.0,16.0,14.0,16.0,5.0,8.0,4.0,6,15,151.0,905101010101011115,41133452015115,14265111421234,21201101211011
1479111015171415575716,14.0,7.0,9.0,11.0,10.0,15.0,17.0,14.0,15.0,5.0,7.0,5.0,7,16,152.0,905101010101011115,41133452015115,14265111421236,2112011110120
156911916171316575617,15.0,6.0,9.0,11.0,9.0,16.0,17.0,13.0,16.0,5.0,7.0,5.0,6,17,152.0,905101010101011115,41133452015115,14265111421236,11111110210111
15710101015161415584716,15.0,7.0,10.0,10.0,10.0,15.0,16.0,14.0,15.0,5.0,8.0,4.0,7,16,152.0,905101010101011115,41133452015115,14265111421236,12202001111020
1661010916161416584617,16.0,6.0,10.0,10.0,9.0,16.0,16.0,14.0,16.0,5.0,8.0,4.0,6,17,153.0,905101010101011115,41133452015115,14265111421236,21201101211011
1551168171817137106815,15.0,5.0,11.0,6.0,8.0,17.0,18.0,17.0,13.0,7.0,10.0,6.0,8,15,156.0,905101010101011115,41133452015115,22413324244345,2112011110120
1641167181816147106716,16.0,4.0,11.0,6.0,7.0,18.0,18.0,16.0,14.0,7.0,10.0,6.0,7,16,156.0,905101010101011115,41133452015115,22413324244345,11111110210111
1651258171717137115815,16.0,5.0,12.0,5.0,8.0,17.0,17.0,17.0,13.0,7.0,11.0,5.0,8,15,156.0,905101010101011115,41133452015115,22413324244345,12202001111020
1741257181717147115716,17.0,4.0,12.0,5.0,7.0,18.0,17.0,17.0,14.0,7.0,11.0,5.0,7,16,157.0,905101010101011115,41133452015115,22413324244345,21201101211011
157910916191514696714,15.0,7.0,9.0,10.0,9.0,16.0,19.0,15.0,14.0,6.0,9.0,6.0,7,14,156.0,905101010101011115,41133452015115,24254232333334,2112011110120
166910817191415696615,16.0,6.0,9.0,10.0,8.0,17.0,19.0,14.0,15.0,6.0,9.0,6.0,6,15,156.0,905101010101011115,41133452015115,24254232333334,11111110210111
1671099161815146105714,16.0,7.0,10.0,9.0,9.0,16.0,18.0,15.0,14.0,6.0,10.0,5.0,7,14,156.0,905101010101011115,41133452015115,24254232333334,12202001111020
1761098171815156105615,17.0,6.0,10.0,9.0,8.0,17.0,18.0,15.0,15.0,6.0,10.0,5.0,6,15,157.0,905101010101011115,41133452015115,24254232333334,21201101211011
157910916191514696715,15.0,7.0,9.0,10.0,9.0,16.0,19.0,15.0,14.0,6.0,9.0,6.0,7,15,157.0,905101010101011115,41133452015116,24254232333334,2112011110120
166910817191415696616,16.0,6.0,9.0,10.0,8.0,17.0,19.0,14.0,15.0,6.0,9.0,6.0,6,16,157.0,905101010101011115,41133452015116,24254232333334,11111110210111
1671099161815146105715,16.0,7.0,10.0,9.0,9.0,16.0,18.0,15.0,14.0,6.0,10.0,5.0,7,15,157.0,905101010101011115,41133452015116,24254232333334,12202001111020
1761098171815156105616,17.0,6.0,10.0,9.0,8.0,17.0,18.0,15.0,15.0,6.0,10.0,5.0,6,16,158.0,905101010101011115,41133452015116,24254232333334,21201101211011
164115718161711565515,16.0,4.0,11.0,5.0,7.0,18.0,16.0,17.0,11.0,5.0,6.0,5.0,5,15,141.0,905101010101011115,41133452015115,31402404020215,2112011110120
173115619161612565416,17.0,3.0,11.0,5.0,6.0,19.0,16.0,16.0,12.0,5.0,6.0,5.0,4,16,141.0,905101010101011115,41133452015115,31402404020215,11111110210111
174124718151711574515,17.0,4.0,12.0,4.0,7.0,18.0,15.0,17.0,11.0,5.0,7.0,4.0,5,15,141.0,905101010101011115,41133452015115,31402404020215,12202001111020
